Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,Moisture,Soil_Type,Crop_Type,fertilizer
12.72,44.77,27.83,26.1,69.2,7.05,20,Loamy Sand,Groundnut,Urea
90.76,66.3,98.62,16.1,84.2,6.49,25,Loam,Potato,15-15-15
67.4,50.35,58.68,17,72.6,6.38,23,Sandy Loam,Cabbage,15-15-15
227.07,45.21,270.06,27.6,82.1,6.57,40.5,Clay,Banana,15-15-15
96.24,33.07,71.29,31.7,61.7,6.9,16.3,Sandy Loam,Citrus,15-15-15
60.17,35.88,33.93,32.4,76.8,6.18,31,Clay Loam,Jute,17-17-17
93.83,42.29,76.87,20.4,52.4,6.8,43.5,Clay,Chilli,15-15-15
173.55,58.7,111.04,17.6,73.3,6.01,42.4,Clay,Cabbage,15-15-15
37.94,21.31,30.55,29.3,66.2,6.26,25,Silt Loam,Sesame,28-28-0
18.24,82.99,41.55,24.4,61.7,5.93,46.7,Clay,Soybean,Urea
91.42,43.77,38.78,27.7,62.2,6.38,19.2,Loamy Sand,Maize,Urea
86.7,43.93,94.85,15.9,65.7,6.68,29.7,Silt Loam,Grapes,15-15-15
59.51,38.57,53.84,28,60.3,5.7,32.2,Clay Loam,Sunflower,DAP
111.72,60.09,101.6,19,75.7,6.79,28.5,Silt Loam,Cabbage,15-15-15
69.12,44.71,89.43,17.4,63.1,6.95,35.4,Clay,Onion,15-15-15
128.57,43.35,120.07,15.7,78.3,5.91,36,Clay,Cauliflower,15-15-15
43.08,20.8,80.94,24.7,56.9,6.63,19.4,Loamy Sand,Grapes,Single Super Phosphate
18.89,53.74,17.12,33.6,73.9,6.65,47.5,Clay,Black Gram,19-19-19
88.25,54.18,54.21,22.2,77.7,6.29,36.8,Clay Loam,Rice,15-15-15
34.05,22.29,64.04,29.5,75.2,6.43,15.5,Sandy Loam,Tobacco,28-28-0
102.22,49.91,51.99,28.1,82.8,7.37,13.7,Loamy Sand,Sugarcane,15-15-15
61.83,31.29,71.16,24.5,60.6,7.33,18,Loamy Sand,Mango,15-15-15
45.03,22.79,28.92,23.2,68.7,7.05,8.6,Sandy,Brinjal,20-20-0
57.33,40.22,24.34,23.1,52.4,7.13,12.8,Loamy Sand,Wheat,Muriate of Potash
102.64,28.94,62.74,30.4,77.7,6.04,21.7,Loam,Citrus,15-15-15
43.62,34.62,27.84,29.7,89.7,6.56,26.6,Loam,Jute,Muriate of Potash
65.05,29.59,41.54,23.1,63.9,6.02,16.3,Loamy Sand,Citrus,15-15-15
65.9,37.67,23.86,22,55.1,6.31,16.2,Sandy Loam,Wheat,Muriate of Potash
134.47,37.56,187.5,26.2,72.9,6.75,21.3,Loam,Banana,15-15-15
18.02,33.01,14.15,24.8,59,6.71,21.2,Sandy Loam,Chickpea,20-20-0
101.56,21.01,107.21,26.6,74.6,7.98,13.7,Sandy,Banana,Single Super Phosphate
105.5,43.54,67.72,21.7,75.7,6.86,32.4,Silt Loam,Sugarcane,15-15-15
45.1,24.11,28.47,30.4,88.2,7.26,12.9,Sandy,Rice,20-20-0
66.51,27.17,46.03,21.3,63.9,6.05,15.1,Sandy Loam,Onion,15-15-15
84.6,36.78,54,23.3,84.7,6.31,16.3,Sandy Loam,Sugarcane,Urea
97.18,44.27,35.11,30.6,74.3,6.73,31.7,Silt Loam,Cotton,15-15-15
131.98,47.13,68.97,18.2,82.3,6.01,29.9,Loam,Cauliflower,15-15-15
15.71,39.14,13.36,29.8,62.7,6.4,16.8,Sandy Loam,Pigeonpea,19-19-19
132.04,59.4,100.49,26.3,63.2,6.57,45.5,Clay,Citrus,15-15-15
14.08,46.15,15.37,25.6,66.3,6.22,18.4,Sandy Loam,Chickpea,19-19-19
75.04,27.2,86.23,26.7,68.2,6.19,28.1,Loam,Grapes,15-15-15
23.67,14.81,21.46,27,65.7,6.69,20,Loamy Sand,Sesame,20-20-0
27.45,58.68,25.93,33.4,65.2,5.65,44.2,Clay,Black Gram,Urea
157.72,67.06,80.68,29.4,65.6,6.95,39.2,Clay Loam,Sugarcane,15-15-15
22.06,55.03,30.54,24.3,65.8,6.11,43.5,Clay,Lentil,Urea
19,59.17,52.66,32.1,69.6,6.38,39.9,Clay Loam,Groundnut,Urea
63.25,30.67,40.35,32.2,69.1,6.47,24.7,Loam,Okra,17-17-17
10.14,28.54,29.56,22.7,62.8,6.68,12.9,Sandy,Soybean,Urea
58.97,23.14,36.29,21.6,69.2,6.44,31.4,Silt Loam,Barley,Single Super Phosphate
54.6,28.99,29.54,33,64.8,6.46,29.8,Silt Loam,Okra,Muriate of Potash
21.43,50.18,39.52,30.3,61.9,6.4,29.6,Loam,Groundnut,Urea
61.47,22.59,20.55,29.1,87.1,6.72,28.8,Loam,Jute,12-32-16
54.47,21.53,40.81,26.8,64.9,7.1,17.5,Loamy Sand,Citrus,Single Super Phosphate
48.36,22.84,68.54,24.5,64.9,7.78,12.2,Sandy,Tomato,Single Super Phosphate
45.84,28.54,71.15,24.4,67.6,6.77,20.2,Sandy Loam,Tobacco,20-20-0
88.87,59.98,41.6,21.9,55.2,6.63,40.6,Clay,Sunflower,15-15-15
13.82,32.94,18.13,34.9,62.6,6.05,21.9,Sandy Loam,Green Gram,20-20-0
96.62,44.28,40.72,20.1,68.3,6.97,23.5,Sandy Loam,Wheat,15-15-15
58.88,30.87,46.65,19.4,71.5,6.89,13.3,Sandy,Cabbage,17-17-17
93.71,39.16,60.12,22.4,82.2,6.67,19.3,Loamy Sand,Sugarcane,Urea
129.75,31.4,140.45,28,71.6,6.39,30.9,Silt Loam,Banana,15-15-15
12.88,46.59,20.29,21,53.1,6.96,15.4,Sandy Loam,Chickpea,19-19-19
67.47,58.76,42.45,34.4,66.3,6.48,36.2,Clay,Cotton,15-15-15
55.88,21.36,26.39,29.3,67.4,7.17,14.9,Sandy,Sorghum,12-32-16
10.77,36.95,29.01,27.1,72.5,6.61,13.9,Sandy,Groundnut,Urea
41.58,26.32,43.94,28.5,69.5,6.66,12.5,Loamy Sand,Chilli,20-20-0
72.74,27.12,49.59,27,66.8,7.14,16.4,Loamy Sand,Mango,15-15-15
67.72,27.82,53.27,30.6,64.1,6.44,33.6,Clay Loam,Okra,15-15-15
11.43,42.65,36.43,34.9,73.6,6.23,16.1,Sandy Loam,Groundnut,Urea
14.19,39.04,15.9,21.6,58.1,6.61,13.8,Loamy Sand,Lentil,19-19-19
68.97,27.31,36.3,26.3,63.8,5.55,36.7,Clay Loam,Okra,15-15-15
87.1,37.88,44.92,18.8,68.4,6.37,15.8,Loamy Sand,Maize,Urea
122.51,49.37,69.46,18.4,70.5,6.59,25.5,Loam,Cabbage,15-15-15
57.46,33.17,41.01,20.8,68.8,6.38,18,Loamy Sand,Citrus,17-17-17
25.6,49.21,25.17,28.6,56.9,6.01,39,Clay Loam,Chickpea,Urea
87.37,37.02,51.65,21.1,58.6,6.53,39.3,Clay,Chilli,15-15-15
57.75,30.74,61.08,29.3,78.6,7.56,14.3,Sandy,Citrus,15-15-15
45.36,34.55,76.38,28.4,77.6,6.3,33.2,Silt Loam,Tobacco,20-20-0
57.63,32.34,26.75,27.8,81.6,6.21,23,Sandy Loam,Rice,Muriate of Potash
64.13,30.22,66.27,23.4,63.4,6.04,28,Loam,Onion,15-15-15
60.84,42.1,31.08,22.7,54.2,6.45,16.6,Sandy Loam,Wheat,17-17-17
102.78,40.11,45.79,33.8,66.5,7.7,9.5,Sandy,Sugarcane,15-15-15
121.4,56.14,115.5,27.5,68.1,6.92,38.7,Clay,Mango,15-15-15
85.38,32.41,24.53,19.5,55.5,6.1,25.8,Silt Loam,Mustard,Muriate of Potash
94.06,52.91,89.12,23.5,57.8,6.27,38.1,Clay Loam,Grapes,15-15-15
86.98,36.4,95.61,23.7,66.5,6.92,26.4,Loam,Grapes,15-15-15
79.42,55.97,58.56,16.3,70.8,6.97,28.5,Loam,Cabbage,15-15-15
15.94,39.41,22.15,20.2,65.9,6.13,32.6,Silt Loam,Lentil,19-19-19
8.49,33.45,12.59,20.5,54.7,7.43,11.6,Sandy,Lentil,20-20-0
123.83,43.24,38.63,23.9,73.6,6.1,18.3,Sandy Loam,Maize,15-15-15
89.28,39.24,95.15,29.4,69.7,6,36.2,Clay,Citrus,15-15-15
77.65,38.48,61.74,21.7,69.2,7.21,14.8,Sandy,Sugarcane,Urea
109.03,34.66,49.87,16,51.1,6.78,39.3,Clay Loam,Mustard,DAP
46.08,21.6,22.88,14.1,69.4,6.67,32.8,Silt Loam,Barley,20-20-0
20.42,47.14,21.15,28.1,71.2,6.53,33.2,Silt Loam,Pigeonpea,19-19-19
11.36,41.69,18.24,27.8,67.4,6.56,10.5,Sandy,Soybean,19-19-19
46.29,37.63,17.92,24.3,64.1,6.99,10.7,Sandy,Wheat,Muriate of Potash
101.84,52.94,44.81,26.9,89.8,5.82,41.3,Clay,Rice,15-15-15
20.86,41.7,15.76,25.8,60.2,6.43,24.1,Loam,Pigeonpea,19-19-19
57.81,45.12,78.48,25,66.5,7.43,13.6,Loamy Sand,Tomato,15-15-15
59.84,35.49,54.83,27.7,70.1,6.94,31.7,Clay Loam,Okra,17-17-17
74.81,38.77,63.75,23.1,70.3,6.32,15.4,Loamy Sand,Tomato,15-15-15
74.02,35.9,134.26,34.5,72.1,6.88,13.6,Loamy Sand,Banana,15-15-15
69.1,36.97,36.06,12.5,52.1,5.69,30.9,Clay Loam,Barley,17-17-17
106.86,57.53,45.37,28.9,74,6.96,40.2,Clay,Rice,15-15-15
121.65,48.75,47.38,18.3,71.8,6.01,15.5,Sandy Loam,Cabbage,15-15-15
74.7,30.08,98.71,29.6,69.9,6.09,42.2,Clay,Tobacco,15-15-15
11.84,28.08,11.51,27.5,66.5,6.62,11.5,Sandy,Black Gram,20-20-0
54.8,26.07,28.91,15.5,57.9,7.06,10,Sandy,Wheat,Muriate of Potash
55.23,17.72,27.09,30.3,78,6.97,12,Sandy,Cotton,DAP
119.25,46.74,79.04,28.5,69,6.94,38.9,Clay,Mango,15-15-15
80.92,35.14,58.69,28.3,57.2,6.6,16.6,Sandy Loam,Chilli,15-15-15
73.77,50.43,111.85,23.2,55.4,7,30.7,Clay Loam,Grapes,15-15-15
34.87,26.94,27.04,31.5,87.6,6.32,19.8,Loamy Sand,Jute,Muriate of Potash
22.82,13.81,50.11,27.8,67.3,7.97,11,Sandy,Tobacco,28-28-0
68.72,41.69,57.92,27.6,67.8,6.86,31.5,Silt Loam,Brinjal,17-17-17
10.33,26.73,9.93,28.2,67.4,6.56,19.8,Loamy Sand,Pigeonpea,20-20-0
94.51,34.22,88.58,21.8,72.3,5.73,35.8,Clay Loam,Citrus,15-15-15
26.12,21.42,21.97,32.9,59.4,6.57,27.9,Loam,Sesame,20-20-0
49.41,20.29,40.97,33.7,79.4,6.93,28,Loam,Okra,Single Super Phosphate
102.86,42.21,116.26,22,56.5,6.64,34.5,Clay Loam,Grapes,15-15-15
65.69,38.9,70.83,26.6,68,6.43,15.6,Sandy Loam,Citrus,15-15-15
28.25,50.37,22.32,18.1,59.2,5.54,43.6,Clay,Lentil,19-19-19
96.32,41.96,28.61,20.2,64,6.09,21.2,Sandy Loam,Wheat,Muriate of Potash
61.56,45.19,100.2,20.1,80.8,6.47,14.4,Loamy Sand,Potato,15-15-15
107.83,53.01,35.07,29.7,55,5.62,41,Clay,Sorghum,15-15-15
56.91,28.98,30.24,34.9,85.7,5.61,38.7,Clay Loam,Jute,15-15-15
133.31,40.73,70.47,19.5,74.1,6.92,28.3,Loam,Cabbage,15-15-15
118.08,46.28,79.07,19.8,75,6.35,34,Clay Loam,Cabbage,15-15-15
48.96,30.67,36.29,12.5,67.8,6.67,31.2,Silt Loam,Barley,20-20-0
93.94,33.46,93.57,28.1,72.9,6.79,34.9,Clay Loam,Mango,15-15-15
17.47,43.9,21.36,30.3,73.7,6.64,33.8,Silt Loam,Green Gram,19-19-19
93.37,27.18,70.84,30.8,67.7,6.78,22.2,Sandy Loam,Citrus,15-15-15
50.35,16.34,26.89,33.1,52.2,6.68,12.2,Sandy,Sorghum,DAP
11.54,32.8,14.92,26,76,6.92,22.6,Sandy Loam,Green Gram,20-20-0
91.29,56.64,108.92,22.7,84.2,6.58,38.8,Clay Loam,Potato,15-15-15
22.38,45.86,17.88,25.3,73.9,6.16,43.3,Clay,Black Gram,19-19-19
51.99,23.65,47.16,26.3,76.4,7.18,12.2,Sandy,Mango,Single Super Phosphate
87.82,44.43,31.03,22.3,75.2,6.28,29.1,Loam,Rice,15-15-15
197.32,46.02,269.38,30.8,79.6,6.35,37.2,Clay Loam,Banana,15-15-15
31.83,15.2,20.74,18,51.6,6.43,14.6,Loamy Sand,Barley,20-20-0
55.23,40.73,29.85,27.2,66.2,6.41,27.5,Loam,Sunflower,Muriate of Potash
15.5,32.44,18.13,28.5,68.2,6.25,13.6,Loamy Sand,Black Gram,20-20-0
13.11,25.45,12.19,21.2,55.8,6.35,17.9,Loamy Sand,Lentil,20-20-0
73.69,56.46,41.27,26,63.4,6.48,41.7,Clay,Sunflower,15-15-15
132.17,76.23,117.84,16,71.1,5.64,35.8,Clay Loam,Potato,15-15-15
64.96,36.29,27.61,32.6,64.9,6.25,27.3,Loam,Sorghum,Muriate of Potash
90.09,39.66,48.61,34.2,72.8,5.76,45.2,Clay,Cotton,15-15-15
94.94,41.06,72.65,28.9,74.4,6.62,21.5,Loam,Mango,15-15-15
60.93,47.87,64.28,22.5,70.7,6.3,18.3,Loamy Sand,Potato,Muriate of Potash
13.8,25.55,29.85,29.1,66.3,6.96,15.5,Loamy Sand,Groundnut,Urea
131.2,32.68,102.74,27.9,71.3,7.26,16.9,Loamy Sand,Banana,15-15-15
51.3,22.65,31.64,32.3,52.4,6.22,23.3,Loam,Sorghum,Single Super Phosphate
89.74,41.43,71.1,19.8,84,6.57,22.3,Sandy Loam,Cauliflower,15-15-15
60.01,28.14,57.43,25.6,71.4,6.37,20.5,Sandy Loam,Tomato,14-35-14
98.22,31.31,67.45,29.7,76.6,6.7,37.3,Clay Loam,Citrus,15-15-15
39.69,19.83,19.81,17.1,57.3,7.6,10.1,Sandy,Barley,20-20-0
76.8,30.31,44.97,27.6,56.2,6.16,33.2,Silt Loam,Sorghum,15-15-15
128.14,57.23,57.97,22.9,69,6.73,21.1,Sandy Loam,Sugarcane,15-15-15
94.44,38.62,86.13,15,70.3,6.39,31.9,Silt Loam,Cabbage,15-15-15
84.31,49.04,111.39,34.5,53.2,6.4,34.9,Clay Loam,Grapes,15-15-15
55.2,27.69,29.73,23.7,54.9,6.43,19.7,Sandy Loam,Sunflower,Muriate of Potash
92.72,27.83,36.95,24,52.2,6.47,32.5,Silt Loam,Mustard,DAP
31.93,26.26,28.12,30,53.6,7.47,15,Loamy Sand,Sunflower,Muriate of Potash
15.18,42.74,13.25,22.9,67.1,7,18.2,Sandy Loam,Chickpea,19-19-19
65.85,29.69,31.93,24.5,61.2,6.94,15.4,Loamy Sand,Onion,15-15-15
66.23,53.42,122.48,19.6,77.8,6.24,23.9,Sandy Loam,Potato,15-15-15
84.37,36.92,45.87,13.5,59.6,6.31,42.4,Clay,Barley,15-15-15
79.36,27.94,43.58,28.4,71.3,5.94,36.8,Clay,Okra,15-15-15
217.91,90.65,123.22,31.7,67.8,6.78,41,Clay,Sugarcane,15-15-15
122.25,38.31,152.85,20.9,78.4,6.17,24.7,Sandy Loam,Banana,15-15-15
24.77,74.66,51.59,28,65.9,6.25,48,Clay,Groundnut,Urea
46,16.72,19.37,25.8,65,6.14,21,Loam,Sesame,20-20-0
99.42,47.42,55.56,26.4,73.5,7.31,15.2,Loamy Sand,Sugarcane,Urea
63.22,34.35,102.18,16.5,83.6,6.43,19.2,Loamy Sand,Potato,15-15-15
12.59,26.44,10.75,30.7,65.8,7.1,13.4,Sandy,Black Gram,20-20-0
77.01,29.62,48.93,29.4,63.6,6.65,22.1,Sandy Loam,Chilli,14-35-14
59.44,37.38,65.82,20.1,61.9,6.49,16.5,Loamy Sand,Tomato,15-15-15
97.94,37.93,45.98,22.2,61.2,5.58,37.5,Clay,Mustard,DAP
143.48,48.58,156.42,31.3,74,5.97,35.3,Clay Loam,Banana,15-15-15
123.07,30.05,77.33,29.1,72.3,6.29,29.2,Silt Loam,Mango,15-15-15
123.26,59.32,65.19,30,50.1,5.54,47.4,Clay,Chilli,15-15-15
33.14,22.74,68.81,27.3,72.5,6.24,25,Loam,Tobacco,28-28-0
95.12,35.76,77.36,22.1,60.9,6.04,26.7,Silt Loam,Onion,15-15-15
97.23,48.33,72.57,31.1,66.9,6.86,49.2,Clay,Citrus,15-15-15
46.97,17.16,44.83,27.2,61.1,6.67,10.7,Sandy,Brinjal,DAP
89.26,48.82,29.44,15.4,69.5,6.02,24.5,Sandy Loam,Wheat,Muriate of Potash
11.79,34.33,16.68,31.2,79.9,7.1,13.7,Loamy Sand,Black Gram,20-20-0
102.47,32.48,40.18,27.2,79.2,6.28,22.5,Loam,Maize,15-15-15
104.46,44.19,39.89,31.3,54.8,6.15,32.6,Clay Loam,Sorghum,15-15-15
42.98,31.02,35.96,24.8,56,6.48,14.1,Loamy Sand,Chilli,20-20-0
115.98,54.03,59.83,23.1,72.8,6.95,33.4,Silt Loam,Maize,15-15-15
78.25,25.4,32.64,34.8,60.4,6.93,24.1,Loam,Sorghum,15-15-15
50.28,17.41,33.67,27.7,60.6,6.82,17.8,Sandy Loam,Okra,DAP
48.88,22.86,35.96,28.6,72,6.91,16.5,Loamy Sand,Cotton,Single Super Phosphate
86.12,40.71,98.37,29.7,62,6.27,34.8,Silt Loam,Mango,15-15-15
78.09,29.82,25.59,16.9,67.1,7.32,14.4,Loamy Sand,Wheat,Muriate of Potash
109.79,24.3,184.78,28.9,74.1,6.25,24.8,Sandy Loam,Banana,Single Super Phosphate
64.04,20.97,41.51,27.1,79.5,6.05,23.5,Loam,Okra,Single Super Phosphate
41.81,24.35,51.8,25.7,76.7,6.03,18.4,Loamy Sand,Tobacco,Single Super Phosphate
43.15,29.09,36.27,20.9,59.6,6.73,30.7,Silt Loam,Sunflower,20-20-0
78.69,34.99,39.67,16.5,63.8,6.91,25,Loam,Mustard,DAP
96.29,58.56,89.91,31.1,77,6.06,43.6,Clay,Citrus,15-15-15
60.06,39.42,30.99,18.5,66.2,6.35,15.7,Loamy Sand,Wheat,17-17-17
32.56,30.55,26.83,25.4,60.2,6.74,10.6,Sandy,Sunflower,Muriate of Potash
60.23,28.56,21.13,29.3,61.7,6.65,11.3,Sandy,Cotton,Muriate of Potash
27.48,43.13,22.5,25.9,60.9,5.65,33.2,Clay Loam,Chickpea,19-19-19
67.49,39.03,49.78,26.9,60.6,6.15,40.8,Clay,Sunflower,DAP
59.88,34.22,55.42,17.1,74.5,7.21,8.7,Sandy,Cauliflower,17-17-17
36.81,19.49,36.09,23.5,63.5,7.9,14.7,Sandy,Onion,DAP
52.91,25.25,20.45,30.7,61.2,6.77,40,Clay Loam,Sesame,Muriate of Potash
54.43,24.35,16.87,20.1,61.1,7.74,11.5,Sandy,Wheat,12-32-16
17.23,38.53,12.62,33.6,73.5,6.17,16.9,Sandy Loam,Pigeonpea,19-19-19
10.07,41.06,24.87,26.7,76.8,6.54,15.4,Loamy Sand,Soybean,19-19-19
16.38,39.01,13.49,19.6,58.2,7.07,12.9,Loamy Sand,Lentil,19-19-19
78.62,43.17,86.15,15.1,80.1,6.93,22.4,Loam,Cabbage,15-15-15
173.48,45.99,151.37,21.5,72.2,6.7,27.3,Loam,Banana,15-15-15
64.92,28.87,50.33,29.8,74.6,6.16,40.1,Clay,Okra,15-15-15
23.15,15.04,13.25,28.5,50.7,6.28,18,Loamy Sand,Sesame,20-20-0
52.85,27.12,25.17,34.6,70.4,6.74,24.6,Sandy Loam,Jute,Muriate of Potash
88.08,39.43,70.71,27.2,74.2,5.98,35.4,Clay Loam,Citrus,15-15-15
51.45,32.74,31.4,12.6,62.4,6.24,25.6,Loam,Barley,17-17-17
75.42,30.62,29.42,20.3,52.3,6.55,25,Silt Loam,Mustard,Muriate of Potash
39.93,30.79,40.91,23.5,51.9,7.28,9.5,Sandy,Chilli,20-20-0
57.66,25.67,38.89,20.4,73.9,7.9,11.6,Sandy,Onion,15-15-15
131.73,29.23,194.73,27.5,71.5,6.2,24.8,Loam,Banana,15-15-15
43.67,31.05,25.3,25.7,58.9,6.99,12.4,Loamy Sand,Sunflower,Muriate of Potash
84.25,35.83,51.06,20.2,66.2,6.51,23.6,Sandy Loam,Maize,Urea
68.78,48.55,35.44,23.9,57.1,6.83,25.4,Silt Loam,Sunflower,17-17-17
13.29,24.94,11.54,30.4,64,7.15,11.5,Sandy,Green Gram,20-20-0
59.96,34.18,60.85,20.2,74.5,6.05,20,Loamy Sand,Citrus,15-15-15
84.33,34.18,59.45,16.8,75.6,6.32,21.2,Sandy Loam,Cauliflower,15-15-15
115.76,47.39,231.68,28.1,81.8,6.33,38.6,Clay Loam,Banana,15-15-15
113.62,38.76,85.53,29.4,56.7,6.29,44.9,Clay,Chilli,15-15-15
21.92,40.32,26.92,33.8,74,6.48,37.3,Clay Loam,Black Gram,Urea
90.5,49.55,151.54,29.5,61,6.66,40.6,Clay,Grapes,15-15-15
13.25,24.3,14.92,31.9,69.2,6.85,17.6,Loamy Sand,Green Gram,20-20-0
222.72,65.72,122.01,29.6,80.8,6.55,38.1,Clay,Sugarcane,15-15-15
63.6,24.66,27.47,29.8,56.2,6.43,17.8,Loamy Sand,Sorghum,12-32-16
60.96,25.12,41.85,26.4,64.1,6.69,25.6,Loam,Okra,15-15-15
14.9,23.37,11.43,19.4,57.8,7.24,10.1,Sandy,Lentil,20-20-0
56.18,27.3,39.56,24.5,60.2,7.64,12.4,Sandy,Citrus,15-15-15
53.54,38.93,95.79,20,65.1,6.24,36.2,Clay Loam,Tobacco,15-15-15
67.38,36.94,97.48,22.9,71.9,5.54,36,Clay,Tobacco,15-15-15
39.3,24.97,22.69,29.5,51,5.95,35.3,Clay Loam,Sesame,20-20-0
26,46.66,37.29,30,63.8,6.88,30.7,Silt Loam,Groundnut,Urea
94.09,28.82,41.27,23.7,61.6,6.11,17.2,Sandy Loam,Wheat,15-15-15
74.33,43.93,139.34,23.9,63.2,6.53,38.7,Clay Loam,Grapes,15-15-15
33.93,21.08,21.4,21.3,64.1,6.87,11.5,Sandy,Barley,20-20-0
58.76,27.88,39.6,34.3,73.7,6.32,22,Loam,Okra,15-15-15
39.2,19.13,19.78,17.1,52.5,6.94,24.7,Sandy Loam,Barley,20-20-0
85.21,30.46,55.98,29.1,71.2,6.86,28.3,Loam,Mango,15-15-15
48.09,34.96,25.74,26.3,89.4,6.98,21.9,Loam,Jute,Muriate of Potash
98.1,39.01,48.03,20.7,70.4,6.08,19.4,Loamy Sand,Sugarcane,Urea
108.41,49.74,51.4,31.4,73.5,6.02,31.1,Clay Loam,Brinjal,15-15-15
79.59,34.67,40.97,24.9,72,6.93,12.3,Loamy Sand,Mango,15-15-15
18.91,41.14,16.01,29.8,76.3,6.95,22.3,Loam,Black Gram,19-19-19
133.13,51.95,94.76,24.3,77.9,6.31,37.8,Clay Loam,Potato,15-15-15
62.26,22.57,34.65,33.9,68.5,6.77,24.7,Sandy Loam,Okra,Single Super Phosphate
56.59,37.3,19.1,15.3,68.2,7.73,14.8,Sandy,Wheat,Muriate of Potash
76.2,36.63,133.21,27.1,57.2,5.59,44.6,Clay,Grapes,15-15-15
59.78,19.66,27.51,30.9,81.6,6.87,10.2,Sandy,Rice,DAP
68.86,38.82,52,30.3,76.5,6.99,28.7,Silt Loam,Okra,17-17-17
84.54,51.78,160,20.9,83.1,6.68,36.7,Clay Loam,Potato,15-15-15
140.29,36.4,55.6,15.7,79.9,6.66,28.5,Loam,Cauliflower,15-15-15
48.09,23.33,77.31,17.1,59.1,6.74,15.1,Loamy Sand,Grapes,Single Super Phosphate
82.19,32.49,71.97,28,79.4,6.14,28.7,Loam,Mango,15-15-15
158.22,61.68,82.73,30.9,72.6,6.32,33.5,Silt Loam,Sugarcane,15-15-15
9.7,17.02,9.92,30.2,70.8,6.88,8.5,Sandy,Pigeonpea,20-20-0
63.87,25.05,26.39,27.9,69.4,6.56,28.7,Silt Loam,Sorghum,Muriate of Potash
64.14,39.12,55.65,28.5,66.9,6.27,37.9,Clay Loam,Sunflower,DAP
87.69,45.16,48.98,19,77.4,6.06,18.1,Loamy Sand,Cabbage,15-15-15
94.94,28.93,48.82,17.9,54.5,5.69,39.5,Clay Loam,Mustard,DAP
82.44,31.49,31.02,26.1,61.2,6.25,29.8,Loam,Sorghum,15-15-15
20.85,39.14,25.77,18.9,53.8,5.82,35.6,Clay Loam,Lentil,Urea
47.98,20.27,35.23,32.5,64.4,6.22,29.5,Loam,Okra,Single Super Phosphate
79.82,47.56,45.31,16,68.5,6.34,38.8,Clay,Mustard,15-15-15
128.96,63.02,68.76,26.2,68,6.49,37.9,Clay Loam,Sugarcane,15-15-15
88.64,50.52,108.3,22.3,59,6.86,26.3,Silt Loam,Grapes,15-15-15
14.65,38.7,32.43,28.2,62.9,7.43,12.6,Loamy Sand,Groundnut,Urea
41.11,14.87,20.77,25.6,89.6,7.19,15.9,Loamy Sand,Jute,20-20-0
101.66,31.36,40.08,33.1,65.4,6.7,38.8,Clay Loam,Sorghum,15-15-15
47.17,31.24,93.95,27,79.9,6.01,28.6,Silt Loam,Tobacco,20-20-0
47.16,27.51,99.04,20.8,74.8,6.54,32.5,Clay Loam,Tobacco,20-20-0
12.93,41.66,29.42,28.5,79.3,7.37,14.4,Sandy,Soybean,Urea
86.58,24.74,35.83,19.7,66,6.19,15.2,Loamy Sand,Wheat,Single Super Phosphate
81.34,34.55,99.61,24.6,66.4,6.85,18.1,Sandy Loam,Tomato,14-35-14
55.68,29.15,68.61,28.4,57.8,6.64,29.4,Loam,Chilli,14-35-14
101.39,59.66,89.34,20.3,67,6.1,37.1,Clay,Tomato,15-15-15
77.74,22.5,51.59,29.8,76.6,7.2,13.2,Sandy,Mango,Single Super Phosphate
90.65,31.23,57.36,26.6,62.6,6.7,24.6,Loam,Mango,15-15-15
50.42,25.08,33.6,34.9,61.9,6.29,23.7,Sandy Loam,Cotton,14-35-14
64.37,32.21,38.03,29.5,88.3,6.83,17.5,Sandy Loam,Rice,17-17-17
20.01,31.89,24.85,18.3,56.4,6.57,30.2,Silt Loam,Lentil,20-20-0
89.45,36.85,54.16,24.1,64,5.92,34.1,Clay Loam,Onion,15-15-15
54.24,29.67,31.63,32.1,73,6.46,20.4,Loam,Jute,15-15-15
106.05,56.22,146.52,22.2,83.4,6.64,30.5,Clay Loam,Potato,15-15-15
17.89,27.08,23.88,33.1,72.4,7.26,16.1,Loamy Sand,Groundnut,20-20-0
20.05,25.98,19.42,19.6,67,6.14,20.8,Sandy Loam,Lentil,20-20-0
59.05,41.33,85.16,22.4,83.9,7.17,9.2,Sandy,Potato,15-15-15
11.87,27.51,28.97,26.8,60.8,6.05,18.7,Loamy Sand,Groundnut,Urea
20.13,68.01,16.33,29.8,62.3,5.78,36.8,Clay Loam,Chickpea,19-19-19
68.95,43.81,42.68,24.8,61.4,6.21,22.4,Loam,Brinjal,17-17-17
59.75,33.48,35.68,24,70,6.75,34.7,Silt Loam,Mustard,DAP
153.35,67.46,89.74,24,69.7,6.03,39.1,Clay,Tomato,15-15-15
90.73,25.96,41.82,29.2,89.3,6.93,27.6,Loam,Rice,15-15-15
46.06,25.16,28.4,34,65.8,6.29,16.8,Loamy Sand,Sorghum,Muriate of Potash
56.44,32.81,30.72,30.4,75.2,6.28,34.6,Silt Loam,Rice,17-17-17
67.75,41.77,55.55,23,61.2,6.39,37.8,Clay,Brinjal,17-17-17
73.03,28.64,37.48,17,58,6.75,25.7,Silt Loam,Barley,15-15-15
